relative_path,phase5r_decision,legacy_reason,touch_categories,sensitivity,phase_tokens,phase0b_blocks_phase5r,phase0c_blocks_phase5r,preserve_as_evidence,delete_allowed,archive_after_approval,notes
07_reviews/phase2g_gpt_review_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",weekly_reviews,MEDIUM,phase2e;phase2e1;phase2f;phase2g;phase2h,no,no,yes,no,yes,
07_reviews/phase2h_manual_filing_review_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2g;phase2h;phase2i,no,no,yes,no,yes,
07_reviews/phase2i_human_notes_synthesis_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2f;phase2g;phase2h;phase2i;phase2j,no,no,yes,no,yes,
07_reviews/phase2j_scenario_peer_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2j;phase2k,no,no,yes,no,yes,
07_reviews/phase2k_peer_data_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2k;phase2l,no,no,yes,no,yes,
07_reviews/phase2l_valuation_earnings_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",,LOW,phase2l;phase2m,no,no,yes,no,yes,
07_reviews/phase2m_research_decision_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,no,no,yes,no,yes,
07_reviews/phase2n_paper_plan_draft_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2n;phase2o,no,no,yes,no,yes,
07_reviews/phase2o_paper_execution_readiness_report.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;risk_rules,HIGH,phase2o;phase2p,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase2o_paper_execution_readiness_report_after_filled_chart.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;risk_rules,HIGH,phase2o;phase2p,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase2p_paper_execution_log_setup_report.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs;risk_rules,HIGH,phase2p;phase2q,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase2q_paper_execution_decision_report.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2q;phase2r,no,no,yes,no,yes,
07_reviews/phase2q_paper_execution_decision_report_after_filled_inputs.md,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",risk_rules,MEDIUM,phase2q;phase2r,no,no,yes,no,yes,
07_reviews/phase2r_paper_execution_report.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,trade_logs,HIGH,phase2q;phase2r;phase2s,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase3a_real_position_structure_audit_report.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase3b_real_position_log_report.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews,HIGH,phase3b;phase3c,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase3b_real_position_log_report_after_filled_inputs.md,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase3b;phase3c,no,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase3c_agent_restructure_report.md,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",real_positions;email_drafts;weekly_reviews;risk_rules,HIGH,phase2;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,no,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R.
07_reviews/phase4a_weekly_review_agent_report.md,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",real_positions;email_drafts;sec_alerts;weekly_reviews,HIGH,phase4a;phase4b;phase5,no,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R.
07_reviews/phase4b_email_draft_agent_report.md,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",real_positions;email_drafts;weekly_reviews;risk_rules,HIGH,phase4b;phase5a,no,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R.
07_reviews/phase5a_email_automation_plan_report.md,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts;weekly_reviews,HIGH,phase5a;phase5b,no,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R.
07_reviews/phase5b_email_preflight_report.md,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",email_drafts,HIGH,phase4b;phase5b;phase5c,no,no,yes,no,yes,No email sending or recipient automation dependency for Phase 5R.
tests/smoke_tests.py,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,,yes,no,yes,no,yes,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
